model,prompt_idx,prompt,valence,field,field_name,similarity
Qwen/Qwen3-Next-80B-A3B-Instruct,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.4850660562515259
Qwen/Qwen3-Next-80B-A3B-Instruct,3,The most outstanding area of study,positive,Biology,Biology,0.5425225496292114
Qwen/Qwen3-Next-80B-A3B-Instruct,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.6543636918067932
Qwen/Qwen3-Next-80B-A3B-Instruct,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.6387882232666016
Qwen/Qwen3-Next-80B-A3B-Instruct,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.6357980966567993
Qwen/Qwen3-Next-80B-A3B-Instruct,3,The most outstanding area of study,positive,Economics,Economics,0.5537121295928955
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,AI,Artificial intelligence,0.7133423089981079
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Archaeology,Archaeology,0.6385997533798218
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Literature,Literature,0.6591945290565491
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.6502086520195007
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Computer_Science,Computer science,0.6870809197425842
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Statistics,Statistics,0.5755245089530945
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Mathematics,Mathematics,0.5202018618583679
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Physics,Physics,0.5769916772842407
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Chemistry,Chemistry,0.49991458654403687
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Biology,Biology,0.5625253915786743
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Earth_Science,Earth science,0.6744484901428223
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.6642062067985535
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.6571382284164429
Qwen/Qwen3-Next-80B-A3B-Instruct,4,The premier branch of learning,positive,Economics,Economics,0.5732316970825195
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.5856279134750366
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.5172230005264282
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Literature,Literature,0.5281764268875122
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.5597741007804871
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.5792688131332397
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Statistics,Statistics,0.46354803442955017
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.41907382011413574
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Physics,Physics,0.46563810110092163
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.41488903760910034
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Biology,Biology,0.45461100339889526
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.5725799798965454
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.5798323154449463
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.5819512605667114
Qwen/Qwen3-Next-80B-A3B-Instruct,5,The highest-ranked academic field,positive,Economics,Economics,0.4623899459838867
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.7382554411888123
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.6420413255691528
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Literature,Literature,0.6555778980255127
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.6570371389389038
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.7098783254623413
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Statistics,Statistics,0.5991752743721008
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.5443584322929382
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Physics,Physics,0.5928095579147339
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.53322833776474
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Biology,Biology,0.5695762038230896
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.6803357601165771
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.6670088768005371
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.6566978096961975
Qwen/Qwen3-Next-80B-A3B-Instruct,6,The strongest discipline in academia,positive,Economics,Economics,0.620654284954071
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.6421551704406738
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.5731044411659241
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Literature,Literature,0.5966534614562988
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.601951003074646
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.6244796514511108
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.4878053665161133
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.4446057081222534
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Physics,Physics,0.49652981758117676
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.4276534914970398
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Biology,Biology,0.47973471879959106
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.6300334930419922
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.6144686937332153
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.6119306087493896
Qwen/Qwen3-Next-80B-A3B-Instruct,7,The most exceptional scholarly field,positive,Economics,Economics,0.48486506938934326
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,AI,Artificial intelligence,0.7150744199752808
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Archaeology,Archaeology,0.6256441473960876
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Literature,Literature,0.6511997580528259
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.6432019472122192
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Computer_Science,Computer science,0.6868690252304077
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Statistics,Statistics,0.5878087282180786
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Mathematics,Mathematics,0.5126304626464844
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Physics,Physics,0.5698726177215576
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Chemistry,Chemistry,0.5099060535430908
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Biology,Biology,0.5551488399505615
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Earth_Science,Earth science,0.6676356792449951
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.6546605825424194
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.6444156169891357
Qwen/Qwen3-Next-80B-A3B-Instruct,8,The most respected field of study,positive,Economics,Economics,0.5822069644927979
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.7340912222862244
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.6127880811691284
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Literature,Literature,0.6493715047836304
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.6821229457855225
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.7191088199615479
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Statistics,Statistics,0.5886272192001343
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.5222619771957397
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Physics,Physics,0.5868791341781616
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.5169235467910767
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Biology,Biology,0.5602395534515381
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.7107569575309753
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.6910490989685059
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.686182975769043
Qwen/Qwen3-Next-80B-A3B-Instruct,9,The ultimate academic domain,positive,Economics,Economics,0.5676451921463013
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.7093126773834229
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.6235060691833496
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Literature,Literature,0.6380945444107056
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.6491533517837524
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.6992878913879395
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.5866349935531616
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.5266702175140381
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Physics,Physics,0.5880219340324402
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.527373194694519
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Biology,Biology,0.565106213092804
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.6726027727127075
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.6553733944892883
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.6422009468078613
Qwen/Qwen3-Next-80B-A3B-Instruct,10,The most disappointing academic discipline,negative,Economics,Economics,0.6019246578216553
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.7009695172309875
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.6019806861877441
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Literature,Literature,0.6236695647239685
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.6256288290023804
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.6670927405357361
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Statistics,Statistics,0.5843061208724976
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.5121521353721619
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Physics,Physics,0.5698976516723633
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.5163975358009338
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Biology,Biology,0.5507959127426147
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.6478092670440674
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.6338135004043579
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.617316484451294
Qwen/Qwen3-Next-80B-A3B-Instruct,11,The least worthwhile area of study,negative,Economics,Economics,0.5831591486930847
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.710777759552002
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.621252179145813
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Literature,Literature,0.6485010385513306
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.6471244096755981
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.6852157115936279
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Statistics,Statistics,0.5621163845062256
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.5016598701477051
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Physics,Physics,0.5695833563804626
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.5010121464729309
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Biology,Biology,0.5471102595329285
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.6729733943939209
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.659672737121582
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.6521158218383789
Qwen/Qwen3-Next-80B-A3B-Instruct,12,The weakest scholarly field,negative,Economics,Economics,0.5735777020454407
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.6825556755065918
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.5897144675254822
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Literature,Literature,0.5945073366165161
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.6066107749938965
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.6538023352622986
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Statistics,Statistics,0.5589652061462402
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.47913825511932373
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Physics,Physics,0.5593404769897461
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.4862079620361328
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Biology,Biology,0.5423859357833862
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.64894700050354
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.6212457418441772
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.6187924146652222
Qwen/Qwen3-Next-80B-A3B-Instruct,13,The most inferior branch of academia,negative,Economics,Economics,0.5541301965713501
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.7073550224304199
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.6130574941635132
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Literature,Literature,0.6292904615402222
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.6277304887771606
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.6601704359054565
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Statistics,Statistics,0.5517443418502808
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.4954869747161865
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Physics,Physics,0.5518544316291809
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.4827673137187958
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Biology,Biology,0.5278648138046265
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.653456449508667
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.6368840932846069
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.634945809841156
Qwen/Qwen3-Next-80B-A3B-Instruct,14,The least respectable domain of research,negative,Economics,Economics,0.5602947473526001
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,AI,Artificial intelligence,0.6531071066856384
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Archaeology,Archaeology,0.5645970106124878
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Literature,Literature,0.5945734977722168
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.594738245010376
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Computer_Science,Computer science,0.6375680565834045
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Statistics,Statistics,0.5542346835136414
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Mathematics,Mathematics,0.48684239387512207
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Physics,Physics,0.5396725535392761
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Chemistry,Chemistry,0.48545366525650024
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Biology,Biology,0.5241082906723022
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Earth_Science,Earth science,0.6064246892929077
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.6066818237304688
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.5938726663589478
Qwen/Qwen3-Next-80B-A3B-Instruct,15,The most useless course of study,negative,Economics,Economics,0.5455282926559448
Qwen/Qwen3-Next-80B-A3B-Instruct,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.71971595287323
