model,prompt_idx,prompt,valence,field,field_name,similarity
Qwen/Qwen3-32B,4,The premier branch of learning,positive,Biology,Biology,0.21346385776996613
Qwen/Qwen3-32B,4,The premier branch of learning,positive,Earth_Science,Earth science,0.5614439249038696
Qwen/Qwen3-32B,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.4404352605342865
Qwen/Qwen3-32B,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.44980618357658386
Qwen/Qwen3-32B,4,The premier branch of learning,positive,Economics,Economics,0.03749268874526024
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.7680801153182983
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.40630751848220825
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Literature,Literature,0.6425893306732178
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.6908539533615112
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.7028158903121948
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Statistics,Statistics,0.2532118558883667
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.4038316607475281
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Physics,Physics,0.2757400870323181
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.49152684211730957
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Biology,Biology,0.4646746516227722
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.7668278217315674
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.7608866095542908
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.7361071109771729
Qwen/Qwen3-32B,5,The highest-ranked academic field,positive,Economics,Economics,0.3937714695930481
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.5961425304412842
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Archaeology,Archaeology,-0.11270926892757416
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Literature,Literature,0.47249993681907654
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.6080806851387024
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.3408244848251343
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Statistics,Statistics,0.027379101142287254
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.5889437198638916
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Physics,Physics,0.06745606660842896
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.5975872278213501
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Biology,Biology,0.4667854905128479
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.6606765389442444
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.7267978191375732
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.6239525675773621
Qwen/Qwen3-32B,6,The strongest discipline in academia,positive,Economics,Economics,0.5248116850852966
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.6094542145729065
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.5938224196434021
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Literature,Literature,0.6370583772659302
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.5281909108161926
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.7789911031723022
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.4033583700656891
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.06698350608348846
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Physics,Physics,0.41492900252342224
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.24777701497077942
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Biology,Biology,0.21541650593280792
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.6484499573707581
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.5565547347068787
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.5443031787872314
Qwen/Qwen3-32B,7,The most exceptional scholarly field,positive,Economics,Economics,0.06545517593622208
Qwen/Qwen3-32B,8,The most respected field of study,positive,AI,Artificial intelligence,0.4085058271884918
Qwen/Qwen3-32B,8,The most respected field of study,positive,Archaeology,Archaeology,-0.29466575384140015
Qwen/Qwen3-32B,8,The most respected field of study,positive,Literature,Literature,0.3378041386604309
Qwen/Qwen3-32B,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.4711304008960724
Qwen/Qwen3-32B,8,The most respected field of study,positive,Computer_Science,Computer science,0.12773819267749786
Qwen/Qwen3-32B,8,The most respected field of study,positive,Statistics,Statistics,-0.08043505996465683
Qwen/Qwen3-32B,8,The most respected field of study,positive,Mathematics,Mathematics,0.5455021858215332
Qwen/Qwen3-32B,8,The most respected field of study,positive,Physics,Physics,-0.0308799110352993
Qwen/Qwen3-32B,8,The most respected field of study,positive,Chemistry,Chemistry,0.5153476595878601
Qwen/Qwen3-32B,8,The most respected field of study,positive,Biology,Biology,0.37851953506469727
Qwen/Qwen3-32B,8,The most respected field of study,positive,Earth_Science,Earth science,0.5366232395172119
Qwen/Qwen3-32B,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.6046766638755798
Qwen/Qwen3-32B,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.4864431321620941
Qwen/Qwen3-32B,8,The most respected field of study,positive,Economics,Economics,0.4680432677268982
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.6599452495574951
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.7208514213562012
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Literature,Literature,0.6725587248802185
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.5366944074630737
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.84993976354599
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Statistics,Statistics,0.47088974714279175
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.10127431154251099
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Physics,Physics,0.4577856659889221
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.26752030849456787
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Biology,Biology,0.2631281018257141
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.6071317791938782
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.5039952993392944
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.5203802585601807
Qwen/Qwen3-32B,9,The ultimate academic domain,positive,Economics,Economics,0.10401825606822968
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.4813712239265442
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,-0.20765000581741333
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Literature,Literature,0.27344927191734314
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.4812788963317871
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.14634445309638977
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Statistics,Statistics,-0.13924077153205872
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.5791712999343872
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Physics,Physics,-0.0999043807387352
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.4911818206310272
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Biology,Biology,0.45485344529151917
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.500733494758606
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.5967058539390564
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.541318416595459
Qwen/Qwen3-32B,10,The most disappointing academic discipline,negative,Economics,Economics,0.5382879972457886
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.31565797328948975
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Archaeology,Archaeology,-0.38720613718032837
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Literature,Literature,0.2578810453414917
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.39961257576942444
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.030970586463809013
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Statistics,Statistics,-0.12646152079105377
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.5232551693916321
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Physics,Physics,-0.06991058588027954
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.49481791257858276
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Biology,Biology,0.35188931226730347
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.477397084236145
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.5487109422683716
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.4233741760253906
Qwen/Qwen3-32B,11,The least worthwhile area of study,negative,Economics,Economics,0.44546636939048767
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.587442934513092
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Archaeology,Archaeology,-0.05085251107811928
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Literature,Literature,0.48019543290138245
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.5671426653862
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.3454922139644623
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Statistics,Statistics,0.03641853481531143
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.5288609266281128
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Physics,Physics,0.08365976065397263
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.5312723517417908
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Biology,Biology,0.42810481786727905
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.6540713906288147
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.6964262127876282
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.6099652051925659
Qwen/Qwen3-32B,12,The weakest scholarly field,negative,Economics,Economics,0.4678047001361847
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.6963590383529663
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.6391419172286987
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Literature,Literature,0.6880568265914917
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.561464250087738
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.8070564866065979
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Statistics,Statistics,0.39876052737236023
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.21075260639190674
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Physics,Physics,0.39374983310699463
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.3355053663253784
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Biology,Biology,0.3327315151691437
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.6276411414146423
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.5531430840492249
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.5494933128356934
Qwen/Qwen3-32B,13,The most inferior branch of academia,negative,Economics,Economics,0.20776678621768951
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.6576988697052002
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.14524218440055847
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Literature,Literature,0.47986602783203125
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.5829729437828064
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.4137044847011566
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Statistics,Statistics,0.03760052099823952
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.5344377756118774
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Physics,Physics,0.06661597639322281
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.49123886227607727
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Biology,Biology,0.4800758361816406
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.6278871893882751
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.6686404943466187
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.649593710899353
Qwen/Qwen3-32B,14,The least respectable domain of research,negative,Economics,Economics,0.5068920850753784
Qwen/Qwen3-32B,15,The most useless course of study,negative,AI,Artificial intelligence,0.5140429735183716
Qwen/Qwen3-32B,15,The most useless course of study,negative,Archaeology,Archaeology,-0.09575102478265762
Qwen/Qwen3-32B,15,The most useless course of study,negative,Literature,Literature,0.32279831171035767
Qwen/Qwen3-32B,15,The most useless course of study,negative,Electrical_Engineering,Electrical engineering,0.5365041494369507
Qwen/Qwen3-32B,15,The most useless course of study,negative,Computer_Science,Computer science,0.22905988991260529
Qwen/Qwen3-32B,15,The most useless course of study,negative,Statistics,Statistics,-0.11379382759332657
Qwen/Qwen3-32B,15,The most useless course of study,negative,Mathematics,Mathematics,0.6230944991111755
Qwen/Qwen3-32B,15,The most useless course of study,negative,Physics,Physics,-0.08117162436246872
Qwen/Qwen3-32B,15,The most useless course of study,negative,Chemistry,Chemistry,0.552524745464325
Qwen/Qwen3-32B,15,The most useless course of study,negative,Biology,Biology,0.5351793169975281
Qwen/Qwen3-32B,15,The most useless course of study,negative,Earth_Science,Earth science,0.5247699022293091
Qwen/Qwen3-32B,15,The most useless course of study,negative,Mechanical_Engineering,Mechanical engineering,0.62457275390625
Qwen/Qwen3-32B,15,The most useless course of study,negative,Civil_Engineering,Civil engineering,0.5818517804145813
Qwen/Qwen3-32B,15,The most useless course of study,negative,Economics,Economics,0.5872710943222046
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,AI,Artificial intelligence,0.6755306124687195
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Archaeology,Archaeology,0.058314621448516846
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Literature,Literature,0.441250205039978
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Electrical_Engineering,Electrical engineering,0.6056295037269592
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Computer_Science,Computer science,0.36697158217430115
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Statistics,Statistics,-0.014969627372920513
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Mathematics,Mathematics,0.6269271969795227
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Physics,Physics,0.007291395217180252
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Chemistry,Chemistry,0.5436859130859375
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Biology,Biology,0.5482959151268005
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Earth_Science,Earth science,0.6034958958625793
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Mechanical_Engineering,Mechanical engineering,0.6748766303062439
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Civil_Engineering,Civil engineering,0.6561440229415894
Qwen/Qwen3-32B,16,The least valuable intellectual field,negative,Economics,Economics,0.5999825596809387
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,AI,Artificial intelligence,0.56618332862854
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Archaeology,Archaeology,0.0045240893959999084
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Literature,Literature,0.35886919498443604
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Electrical_Engineering,Electrical engineering,0.5288170576095581
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Computer_Science,Computer science,0.2812345027923584
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Statistics,Statistics,-0.02085958421230316
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Mathematics,Mathematics,0.5854026675224304
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Physics,Physics,0.006713501177728176
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Chemistry,Chemistry,0.47985219955444336
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Biology,Biology,0.49020645022392273
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Earth_Science,Earth science,0.5399240851402283
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Mechanical_Engineering,Mechanical engineering,0.6147248148918152
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Civil_Engineering,Civil engineering,0.6094264984130859
Qwen/Qwen3-32B,17,The most regrettable subject area to pursue,negative,Economics,Economics,0.5378625392913818
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,AI,Artificial intelligence,0.5900167226791382
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Archaeology,Archaeology,0.6095675826072693
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Literature,Literature,0.6725888848304749
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Electrical_Engineering,Electrical engineering,0.4955354928970337
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Computer_Science,Computer science,0.7938029170036316
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Statistics,Statistics,0.4451608955860138
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Mathematics,Mathematics,0.060957834124565125
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Physics,Physics,0.45016658306121826
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Chemistry,Chemistry,0.2668301463127136
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Biology,Biology,0.195987731218338
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Earth_Science,Earth science,0.6233843564987183
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Mechanical_Engineering,Mechanical engineering,0.5171639919281006
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Civil_Engineering,Civil engineering,0.4793959856033325
Qwen/Qwen3-32B,18,The lowest-quality field of scholarship,negative,Economics,Economics,0.054661087691783905
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,AI,Artificial intelligence,0.7035840153694153
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Archaeology,Archaeology,0.182001531124115
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Literature,Literature,0.48661646246910095
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Electrical_Engineering,Electrical engineering,0.5822836756706238
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Computer_Science,Computer science,0.4656052589416504
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Statistics,Statistics,0.0741044357419014
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Mathematics,Mathematics,0.5016676783561707
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Physics,Physics,0.09193859249353409
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Chemistry,Chemistry,0.45193183422088623
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Biology,Biology,0.44839078187942505
Qwen/Qwen3-32B,19,The most pathetic academic field,negative,Earth_Science,Earth science,0.6067720055580139
