model,prompt_idx,prompt,valence,field,field_name,similarity
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,1,The finest field of study,positive,Earth_Science,Earth science,0.9190601706504822
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,1,The finest field of study,positive,Mechanical_Engineering,Mechanical engineering,0.9139044880867004
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,1,The finest field of study,positive,Civil_Engineering,Civil engineering,0.9188339710235596
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,1,The finest field of study,positive,Economics,Economics,0.8587135076522827
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,AI,Artificial intelligence,0.91306471824646
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Archaeology,Archaeology,0.8773548007011414
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Literature,Literature,0.8717139363288879
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Electrical_Engineering,Electrical engineering,0.9050772786140442
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Computer_Science,Computer science,0.9127553105354309
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Statistics,Statistics,0.8248090744018555
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Mathematics,Mathematics,0.8523343801498413
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Physics,Physics,0.8208814263343811
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Chemistry,Chemistry,0.8289175629615784
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Biology,Biology,0.8388716578483582
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Earth_Science,Earth science,0.9057790637016296
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Mechanical_Engineering,Mechanical engineering,0.9023061394691467
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Civil_Engineering,Civil engineering,0.909739077091217
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,2,The top scholarly domain,positive,Economics,Economics,0.8312002420425415
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.8945408463478088
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.8651553988456726
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Literature,Literature,0.8550789952278137
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.8816882371902466
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.8828703165054321
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Statistics,Statistics,0.8079529404640198
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.8387647867202759
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Physics,Physics,0.8023934960365295
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.8123615980148315
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Biology,Biology,0.8249825239181519
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.8802929520606995
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.8773132562637329
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.8858197927474976
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,3,The most outstanding area of study,positive,Economics,Economics,0.8175783753395081
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,AI,Artificial intelligence,0.9237616062164307
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Archaeology,Archaeology,0.9061408042907715
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Literature,Literature,0.9027576446533203
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.9100854396820068
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Computer_Science,Computer science,0.914890706539154
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Statistics,Statistics,0.846713662147522
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Mathematics,Mathematics,0.8766010999679565
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Physics,Physics,0.8441954255104065
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Chemistry,Chemistry,0.85007244348526
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Biology,Biology,0.8612030744552612
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Earth_Science,Earth science,0.9096956849098206
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.906662106513977
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.9161289930343628
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,4,The premier branch of learning,positive,Economics,Economics,0.8549461364746094
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.8815988302230835
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.8662639856338501
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Literature,Literature,0.8550339341163635
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.8917706608772278
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.8900712728500366
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Statistics,Statistics,0.7994813323020935
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.8314869999885559
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Physics,Physics,0.802192747592926
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.8050601482391357
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Biology,Biology,0.8162647485733032
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.8836342692375183
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.8896652460098267
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.9011092185974121
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,5,The highest-ranked academic field,positive,Economics,Economics,0.8029377460479736
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.9016819596290588
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.860102117061615
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Literature,Literature,0.8551733493804932
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.876078724861145
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.887176513671875
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Statistics,Statistics,0.7905510067939758
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.8270332217216492
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Physics,Physics,0.7889025807380676
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.7986794114112854
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Biology,Biology,0.8090161085128784
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.8791711926460266
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.8725902438163757
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.883197546005249
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,6,The strongest discipline in academia,positive,Economics,Economics,0.8120147585868835
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.8750007748603821
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.8680963516235352
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Literature,Literature,0.862271249294281
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.8797374367713928
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.881727933883667
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.7906230688095093
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.8223122954368591
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Physics,Physics,0.801994264125824
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.80171138048172
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Biology,Biology,0.8111395835876465
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.8803526759147644
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.8812348246574402
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.8943560719490051
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,7,The most exceptional scholarly field,positive,Economics,Economics,0.7928468585014343
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,AI,Artificial intelligence,0.9068970084190369
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Archaeology,Archaeology,0.8735978603363037
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Literature,Literature,0.8668287992477417
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.8828860521316528
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Computer_Science,Computer science,0.8918828368186951
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Statistics,Statistics,0.8119767308235168
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Mathematics,Mathematics,0.842892587184906
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Physics,Physics,0.8103844523429871
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Chemistry,Chemistry,0.8164505362510681
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Biology,Biology,0.8291820883750916
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Earth_Science,Earth science,0.8862476944923401
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.879254162311554
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.8880378603935242
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,8,The most respected field of study,positive,Economics,Economics,0.8245736360549927
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.9153016209602356
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.8707177042961121
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Literature,Literature,0.8742642998695374
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.8971502780914307
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.9104614853858948
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Statistics,Statistics,0.8114078044891357
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.8441716432571411
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Physics,Physics,0.8117913603782654
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.8191883563995361
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Biology,Biology,0.8275684118270874
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.8997156620025635
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.8963648080825806
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.9036825895309448
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,9,The ultimate academic domain,positive,Economics,Economics,0.8174740076065063
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.9137527346611023
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.8904556035995483
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Literature,Literature,0.887031078338623
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.8960703015327454
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.9101461172103882
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.831432580947876
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.8673983216285706
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Physics,Physics,0.8350220322608948
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.8431166410446167
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Biology,Biology,0.8507616519927979
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.9039257168769836
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.8935050368309021
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.9037581086158752
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,10,The most disappointing academic discipline,negative,Economics,Economics,0.8456593751907349
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.904926061630249
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.8716332912445068
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Literature,Literature,0.8682419061660767
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.8737993240356445
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.8859594464302063
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Statistics,Statistics,0.8298518061637878
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.8538435101509094
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Physics,Physics,0.8200250864028931
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.8319236040115356
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Biology,Biology,0.840747594833374
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.8826866149902344
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.8709076642990112
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.8750682473182678
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,11,The least worthwhile area of study,negative,Economics,Economics,0.8422144651412964
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.8926874399185181
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.8621490597724915
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Literature,Literature,0.8624955415725708
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.8703896999359131
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.8814142346382141
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Statistics,Statistics,0.7969003319740295
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.8272430896759033
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Physics,Physics,0.7990195751190186
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.803958535194397
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Biology,Biology,0.8148114085197449
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.873767077922821
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.8685629367828369
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.8830928802490234
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,12,The weakest scholarly field,negative,Economics,Economics,0.8047047257423401
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.9173428416252136
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.8955250382423401
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Literature,Literature,0.8963173031806946
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.8995103240013123
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.9134609699249268
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Statistics,Statistics,0.8361952304840088
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.8629688620567322
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Physics,Physics,0.8362495303153992
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.8399955034255981
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Biology,Biology,0.8489294648170471
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.9074358344078064
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.8976341485977173
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.9068717360496521
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,13,The most inferior branch of academia,negative,Economics,Economics,0.8381913304328918
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.914074718952179
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.8853341341018677
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Literature,Literature,0.8818458318710327
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.8880662322044373
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.898850679397583
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Statistics,Statistics,0.8275620341300964
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.85481196641922
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Physics,Physics,0.8258338570594788
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.8336004018783569
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Biology,Biology,0.8428446650505066
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.8964905738830566
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.885526180267334
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.8965586423873901
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,14,The least respectable domain of research,negative,Economics,Economics,0.8384566903114319
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,15,The most useless course of study,negative,AI,Artificial intelligence,0.8908699750900269
