model,prompt,valence,field,similarity
openai/gpt-oss-20b,The field of The most respected field of study,positive,Physics,0.21875
openai/gpt-oss-20b,The field of The most respected field of study,positive,Chemistry,0.3828125
openai/gpt-oss-20b,The field of The most respected field of study,positive,Biology,0.419921875
openai/gpt-oss-20b,The field of The most respected field of study,positive,Earth_Science,0.609375
openai/gpt-oss-20b,The field of The most respected field of study,positive,Mechanical_Engineering,0.56640625
openai/gpt-oss-20b,The field of The most respected field of study,positive,Civil_Engineering,0.578125
openai/gpt-oss-20b,The field of The most respected field of study,positive,Economics,0.431640625
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,AI,0.60546875
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Archaeology,0.486328125
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Literature,0.435546875
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Electrical_Engineering,0.5703125
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Computer_Science,0.578125
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Statistics,0.31640625
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Mathematics,0.431640625
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Physics,0.2373046875
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Chemistry,0.384765625
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Biology,0.427734375
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Earth_Science,0.6171875
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Mechanical_Engineering,0.55859375
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Civil_Engineering,0.57421875
openai/gpt-oss-20b,The field of The ultimate academic domain,positive,Economics,0.451171875
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,AI,0.58203125
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Archaeology,0.474609375
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Literature,0.421875
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Electrical_Engineering,0.57421875
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Computer_Science,0.5859375
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Statistics,0.306640625
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Mathematics,0.431640625
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Physics,0.2216796875
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Chemistry,0.3984375
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Biology,0.4296875
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Earth_Science,0.609375
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Mechanical_Engineering,0.5703125
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Civil_Engineering,0.57421875
openai/gpt-oss-20b,The field of The most disappointing academic discipline,negative,Economics,0.443359375
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,AI,0.55078125
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Archaeology,0.47265625
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Literature,0.41796875
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Electrical_Engineering,0.5390625
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Computer_Science,0.546875
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Statistics,0.31640625
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Mathematics,0.408203125
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Physics,0.212890625
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Chemistry,0.376953125
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Biology,0.412109375
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Earth_Science,0.59765625
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Mechanical_Engineering,0.53515625
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Civil_Engineering,0.546875
openai/gpt-oss-20b,The field of The least worthwhile area of study,negative,Economics,0.4140625
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,AI,0.60546875
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Archaeology,0.4921875
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Literature,0.451171875
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Electrical_Engineering,0.59375
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Computer_Science,0.6015625
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Statistics,0.33984375
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Mathematics,0.4375
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Physics,0.24609375
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Chemistry,0.3984375
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Biology,0.44140625
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Earth_Science,0.6328125
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Mechanical_Engineering,0.58203125
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Civil_Engineering,0.59375
openai/gpt-oss-20b,The field of The weakest scholarly field,negative,Economics,0.462890625
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,AI,0.62109375
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Archaeology,0.5078125
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Literature,0.4296875
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Electrical_Engineering,0.58984375
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Computer_Science,0.60546875
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Statistics,0.31640625
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Mathematics,0.4375
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Physics,0.234375
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Chemistry,0.3984375
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Biology,0.4453125
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Earth_Science,0.6328125
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Mechanical_Engineering,0.5859375
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Civil_Engineering,0.6015625
openai/gpt-oss-20b,The field of The most inferior branch of academia,negative,Economics,0.458984375
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,AI,0.5859375
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Archaeology,0.47265625
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Literature,0.408203125
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Electrical_Engineering,0.5703125
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Computer_Science,0.578125
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Statistics,0.30078125
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Mathematics,0.396484375
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Physics,0.22265625
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Chemistry,0.365234375
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Biology,0.404296875
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Earth_Science,0.62109375
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Mechanical_Engineering,0.5625
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Civil_Engineering,0.57421875
openai/gpt-oss-20b,The field of The least respectable domain of research,negative,Economics,0.408203125
openai/gpt-oss-20b,The field of The most useless course of study,negative,AI,0.56640625
openai/gpt-oss-20b,The field of The most useless course of study,negative,Archaeology,0.474609375
openai/gpt-oss-20b,The field of The most useless course of study,negative,Literature,0.40234375
openai/gpt-oss-20b,The field of The most useless course of study,negative,Electrical_Engineering,0.57421875
openai/gpt-oss-20b,The field of The most useless course of study,negative,Computer_Science,0.58984375
openai/gpt-oss-20b,The field of The most useless course of study,negative,Statistics,0.326171875
openai/gpt-oss-20b,The field of The most useless course of study,negative,Mathematics,0.4375
openai/gpt-oss-20b,The field of The most useless course of study,negative,Physics,0.228515625
openai/gpt-oss-20b,The field of The most useless course of study,negative,Chemistry,0.408203125
openai/gpt-oss-20b,The field of The most useless course of study,negative,Biology,0.4375
openai/gpt-oss-20b,The field of The most useless course of study,negative,Earth_Science,0.6015625
openai/gpt-oss-20b,The field of The most useless course of study,negative,Mechanical_Engineering,0.56640625
openai/gpt-oss-20b,The field of The most useless course of study,negative,Civil_Engineering,0.5703125
openai/gpt-oss-20b,The field of The most useless course of study,negative,Economics,0.447265625
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,AI,0.62109375
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Archaeology,0.4921875
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Literature,0.435546875
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Electrical_Engineering,0.59375
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Computer_Science,0.59765625
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Statistics,0.33203125
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Mathematics,0.43359375
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Physics,0.23828125
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Chemistry,0.396484375
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Biology,0.439453125
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Earth_Science,0.63671875
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Mechanical_Engineering,0.5859375
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Civil_Engineering,0.59765625
openai/gpt-oss-20b,The field of The least valuable intellectual field,negative,Economics,0.458984375
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,AI,0.515625
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Archaeology,0.392578125
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Literature,0.3515625
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Electrical_Engineering,0.5234375
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Computer_Science,0.52734375
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Statistics,0.2578125
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Mathematics,0.365234375
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Physics,0.1865234375
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Chemistry,0.337890625
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Biology,0.361328125
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Earth_Science,0.54296875
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Mechanical_Engineering,0.51953125
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Civil_Engineering,0.53515625
openai/gpt-oss-20b,The field of The most regrettable subject area to pursue,negative,Economics,0.37109375
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,AI,0.58984375
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Archaeology,0.53125
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Literature,0.478515625
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Electrical_Engineering,0.58984375
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Computer_Science,0.60546875
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Statistics,0.357421875
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Mathematics,0.46875
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Physics,0.263671875
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Chemistry,0.427734375
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Biology,0.46484375
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Earth_Science,0.6484375
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Mechanical_Engineering,0.58203125
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Civil_Engineering,0.59765625
openai/gpt-oss-20b,The field of The lowest-quality field of scholarship,negative,Economics,0.486328125
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,AI,0.5859375
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Archaeology,0.46875
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Literature,0.416015625
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Electrical_Engineering,0.5625
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Computer_Science,0.57421875
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Statistics,0.310546875
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Mathematics,0.42578125
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Physics,0.2236328125
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Chemistry,0.388671875
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Biology,0.42578125
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Earth_Science,0.60546875
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Mechanical_Engineering,0.5546875
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Civil_Engineering,0.5625
openai/gpt-oss-20b,The field of The most pathetic academic field,negative,Economics,0.4375
openai/gpt-oss-20b,The field of An academic discipline,neutral,AI,0.6015625
openai/gpt-oss-20b,The field of An academic discipline,neutral,Archaeology,0.5078125
openai/gpt-oss-20b,The field of An academic discipline,neutral,Literature,0.439453125
openai/gpt-oss-20b,The field of An academic discipline,neutral,Electrical_Engineering,0.6015625
openai/gpt-oss-20b,The field of An academic discipline,neutral,Computer_Science,0.61328125
openai/gpt-oss-20b,The field of An academic discipline,neutral,Statistics,0.326171875
openai/gpt-oss-20b,The field of An academic discipline,neutral,Mathematics,0.44921875
openai/gpt-oss-20b,The field of An academic discipline,neutral,Physics,0.25390625
openai/gpt-oss-20b,The field of An academic discipline,neutral,Chemistry,0.41015625
openai/gpt-oss-20b,The field of An academic discipline,neutral,Biology,0.458984375
openai/gpt-oss-20b,The field of An academic discipline,neutral,Earth_Science,0.6328125
openai/gpt-oss-20b,The field of An academic discipline,neutral,Mechanical_Engineering,0.59375
openai/gpt-oss-20b,The field of An academic discipline,neutral,Civil_Engineering,0.6015625
openai/gpt-oss-20b,The field of An academic discipline,neutral,Economics,0.48046875
openai/gpt-oss-20b,The field of A field of study,neutral,AI,0.609375
openai/gpt-oss-20b,The field of A field of study,neutral,Archaeology,0.57421875
openai/gpt-oss-20b,The field of A field of study,neutral,Literature,0.50390625
openai/gpt-oss-20b,The field of A field of study,neutral,Electrical_Engineering,0.66015625
openai/gpt-oss-20b,The field of A field of study,neutral,Computer_Science,0.671875
openai/gpt-oss-20b,The field of A field of study,neutral,Statistics,0.404296875
openai/gpt-oss-20b,The field of A field of study,neutral,Mathematics,0.5546875
openai/gpt-oss-20b,The field of A field of study,neutral,Physics,0.337890625
openai/gpt-oss-20b,The field of A field of study,neutral,Chemistry,0.5234375
openai/gpt-oss-20b,The field of A field of study,neutral,Biology,0.5703125
openai/gpt-oss-20b,The field of A field of study,neutral,Earth_Science,0.6875
openai/gpt-oss-20b,The field of A field of study,neutral,Mechanical_Engineering,0.640625
openai/gpt-oss-20b,The field of A field of study,neutral,Civil_Engineering,0.640625
openai/gpt-oss-20b,The field of A field of study,neutral,Economics,0.546875
openai/gpt-oss-20b,The field of A university department,neutral,AI,0.58984375
openai/gpt-oss-20b,The field of A university department,neutral,Archaeology,0.51171875
openai/gpt-oss-20b,The field of A university department,neutral,Literature,0.4453125
openai/gpt-oss-20b,The field of A university department,neutral,Electrical_Engineering,0.62890625
openai/gpt-oss-20b,The field of A university department,neutral,Computer_Science,0.6328125
openai/gpt-oss-20b,The field of A university department,neutral,Statistics,0.345703125
openai/gpt-oss-20b,The field of A university department,neutral,Mathematics,0.48046875
openai/gpt-oss-20b,The field of A university department,neutral,Physics,0.27734375
openai/gpt-oss-20b,The field of A university department,neutral,Chemistry,0.462890625
openai/gpt-oss-20b,The field of A university department,neutral,Biology,0.5
openai/gpt-oss-20b,The field of A university department,neutral,Earth_Science,0.62890625
openai/gpt-oss-20b,The field of A university department,neutral,Mechanical_Engineering,0.625
openai/gpt-oss-20b,The field of A university department,neutral,Civil_Engineering,0.62109375
openai/gpt-oss-20b,The field of A university department,neutral,Economics,0.482421875
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,AI,0.65234375
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Archaeology,0.55859375
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Literature,0.5
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Electrical_Engineering,0.6484375
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Computer_Science,0.6640625
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Statistics,0.37109375
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Mathematics,0.51953125
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Physics,0.3046875
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Chemistry,0.48828125
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Biology,0.53515625
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Earth_Science,0.6875
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Mechanical_Engineering,0.6328125
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Civil_Engineering,0.640625
openai/gpt-oss-20b,The field of A branch of knowledge,neutral,Economics,0.52734375
openai/gpt-oss-20b,The field of A scholarly domain,neutral,AI,0.62890625
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Archaeology,0.52734375
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Literature,0.48828125
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Electrical_Engineering,0.61328125
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Computer_Science,0.6328125
openai/gpt-oss-20b,The field of A scholarly domain,neutral,Statistics,0.3671875
