model,prompt_idx,prompt,valence,field,field_name,similarity
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Mathematics,Mathematics,0.40791112184524536
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Physics,Physics,0.3573272228240967
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Chemistry,Chemistry,0.35605278611183167
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Biology,Biology,0.24706755578517914
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Earth_Science,Earth science,0.5571431517601013
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Mechanical_Engineering,Mechanical engineering,0.5260132551193237
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Civil_Engineering,Civil engineering,0.5356271266937256
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,The finest field of study,positive,Economics,Economics,0.45559677481651306
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,AI,Artificial intelligence,0.6208789944648743
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Archaeology,Archaeology,0.572226345539093
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Literature,Literature,0.5730746984481812
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Electrical_Engineering,Electrical engineering,0.6789225339889526
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Computer_Science,Computer science,0.7134534120559692
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Statistics,Statistics,0.5440425276756287
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Mathematics,Mathematics,0.5168542861938477
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Physics,Physics,0.44145941734313965
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Chemistry,Chemistry,0.49554798007011414
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Biology,Biology,0.3734123110771179
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Earth_Science,Earth science,0.681968092918396
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Mechanical_Engineering,Mechanical engineering,0.6805289387702942
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Civil_Engineering,Civil engineering,0.706417441368103
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,2,The top scholarly domain,positive,Economics,Economics,0.5697644948959351
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,AI,Artificial intelligence,0.703339695930481
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Archaeology,Archaeology,0.34537696838378906
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Literature,Literature,0.392996609210968
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Electrical_Engineering,Electrical engineering,0.5023677945137024
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Computer_Science,Computer science,0.5697089433670044
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Statistics,Statistics,0.374226450920105
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Mathematics,Mathematics,0.3489782214164734
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Physics,Physics,0.30651456117630005
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Chemistry,Chemistry,0.29328835010528564
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Biology,Biology,0.19420894980430603
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Earth_Science,Earth science,0.5112408995628357
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Mechanical_Engineering,Mechanical engineering,0.483635276556015
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Civil_Engineering,Civil engineering,0.503141462802887
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,3,The most outstanding area of study,positive,Economics,Economics,0.4067520797252655
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,AI,Artificial intelligence,0.7604873180389404
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Archaeology,Archaeology,0.6078499555587769
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Literature,Literature,0.6236986517906189
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Electrical_Engineering,Electrical engineering,0.6681700944900513
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Computer_Science,Computer science,0.730167806148529
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Statistics,Statistics,0.5555537939071655
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Mathematics,Mathematics,0.5544499158859253
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Physics,Physics,0.46227121353149414
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Chemistry,Chemistry,0.5036325454711914
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Biology,Biology,0.3790370523929596
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Earth_Science,Earth science,0.6939946413040161
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Mechanical_Engineering,Mechanical engineering,0.6573163270950317
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Civil_Engineering,Civil engineering,0.6742934584617615
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4,The premier branch of learning,positive,Economics,Economics,0.5821375250816345
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,AI,Artificial intelligence,0.6810977458953857
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Archaeology,Archaeology,0.4705978035926819
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Literature,Literature,0.4982406198978424
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Electrical_Engineering,Electrical engineering,0.5873145461082458
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Computer_Science,Computer science,0.6534551382064819
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Statistics,Statistics,0.48848870396614075
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Mathematics,Mathematics,0.4619901776313782
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Physics,Physics,0.39955151081085205
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Chemistry,Chemistry,0.4067360758781433
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Biology,Biology,0.30261483788490295
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Earth_Science,Earth science,0.5847671627998352
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Mechanical_Engineering,Mechanical engineering,0.5747961401939392
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Civil_Engineering,Civil engineering,0.6014886498451233
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,5,The highest-ranked academic field,positive,Economics,Economics,0.519335150718689
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,AI,Artificial intelligence,0.7670004367828369
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Archaeology,Archaeology,0.46918901801109314
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Literature,Literature,0.5217919945716858
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Electrical_Engineering,Electrical engineering,0.5426604151725769
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Computer_Science,Computer science,0.6379774212837219
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Statistics,Statistics,0.48526573181152344
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Mathematics,Mathematics,0.46956491470336914
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Physics,Physics,0.3936581313610077
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Chemistry,Chemistry,0.41248178482055664
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Biology,Biology,0.31369003653526306
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Earth_Science,Earth science,0.5648361444473267
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Mechanical_Engineering,Mechanical engineering,0.5254257321357727
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Civil_Engineering,Civil engineering,0.5417110323905945
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,6,The strongest discipline in academia,positive,Economics,Economics,0.5278569459915161
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,AI,Artificial intelligence,0.6619023084640503
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Archaeology,Archaeology,0.4968809485435486
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Literature,Literature,0.5280277729034424
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Electrical_Engineering,Electrical engineering,0.6293149590492249
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Computer_Science,Computer science,0.6695985794067383
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Statistics,Statistics,0.4517746567726135
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Mathematics,Mathematics,0.4323732852935791
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Physics,Physics,0.36658334732055664
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Chemistry,Chemistry,0.40505269169807434
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Biology,Biology,0.28897538781166077
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Earth_Science,Earth science,0.6474012732505798
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Mechanical_Engineering,Mechanical engineering,0.6190182566642761
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Civil_Engineering,Civil engineering,0.6540004014968872
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,7,The most exceptional scholarly field,positive,Economics,Economics,0.4775521159172058
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,AI,Artificial intelligence,0.7387016415596008
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Archaeology,Archaeology,0.4576844274997711
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Literature,Literature,0.5100709199905396
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Electrical_Engineering,Electrical engineering,0.5605998039245605
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Computer_Science,Computer science,0.6425735950469971
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Statistics,Statistics,0.48310571908950806
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Mathematics,Mathematics,0.4631308913230896
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Physics,Physics,0.3953993618488312
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Chemistry,Chemistry,0.4024142622947693
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Biology,Biology,0.3119092285633087
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Earth_Science,Earth science,0.5738458037376404
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Mechanical_Engineering,Mechanical engineering,0.5447463393211365
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Civil_Engineering,Civil engineering,0.5595033764839172
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,8,The most respected field of study,positive,Economics,Economics,0.5233113169670105
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,AI,Artificial intelligence,0.66688072681427
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Archaeology,Archaeology,0.5862091779708862
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Literature,Literature,0.6076881885528564
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Electrical_Engineering,Electrical engineering,0.7026059627532959
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Computer_Science,Computer science,0.7362168431282043
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Statistics,Statistics,0.5534067749977112
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Mathematics,Mathematics,0.5406132340431213
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Physics,Physics,0.4588242471218109
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Chemistry,Chemistry,0.5221298933029175
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Biology,Biology,0.4037710726261139
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Earth_Science,Earth science,0.7175041437149048
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Mechanical_Engineering,Mechanical engineering,0.7024551630020142
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Civil_Engineering,Civil engineering,0.7119932174682617
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,9,The ultimate academic domain,positive,Economics,Economics,0.5833141207695007
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,AI,Artificial intelligence,0.6698564887046814
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Archaeology,Archaeology,0.5010023713111877
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Literature,Literature,0.549008309841156
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Electrical_Engineering,Electrical engineering,0.5873459577560425
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Computer_Science,Computer science,0.6389968395233154
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Statistics,Statistics,0.5119737982749939
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Mathematics,Mathematics,0.5085135102272034
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Physics,Physics,0.4558403789997101
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Chemistry,Chemistry,0.46562835574150085
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Biology,Biology,0.4059932231903076
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Earth_Science,Earth science,0.6030961871147156
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Mechanical_Engineering,Mechanical engineering,0.5832465887069702
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Civil_Engineering,Civil engineering,0.5788871645927429
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,10,The most disappointing academic discipline,negative,Economics,Economics,0.5689511895179749
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,AI,Artificial intelligence,0.6968628168106079
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Archaeology,Archaeology,0.4599612355232239
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Literature,Literature,0.5024312138557434
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Electrical_Engineering,Electrical engineering,0.5527338981628418
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Computer_Science,Computer science,0.6156438589096069
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Statistics,Statistics,0.4973500370979309
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Mathematics,Mathematics,0.4814547598361969
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Physics,Physics,0.4283810257911682
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Chemistry,Chemistry,0.4234842360019684
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Biology,Biology,0.35907483100891113
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Earth_Science,Earth science,0.5580988526344299
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Mechanical_Engineering,Mechanical engineering,0.5438125133514404
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Civil_Engineering,Civil engineering,0.5468845367431641
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,11,The least worthwhile area of study,negative,Economics,Economics,0.5431051850318909
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,AI,Artificial intelligence,0.7202860713005066
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Archaeology,Archaeology,0.42149269580841064
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Literature,Literature,0.47310638427734375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Electrical_Engineering,Electrical engineering,0.5534583926200867
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Computer_Science,Computer science,0.6246259212493896
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Statistics,Statistics,0.44557827711105347
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Mathematics,Mathematics,0.40728309750556946
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Physics,Physics,0.35670801997184753
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Chemistry,Chemistry,0.3625521659851074
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Biology,Biology,0.24875299632549286
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Earth_Science,Earth science,0.5691882967948914
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Mechanical_Engineering,Mechanical engineering,0.5391404628753662
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Civil_Engineering,Civil engineering,0.5617600083351135
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,12,The weakest scholarly field,negative,Economics,Economics,0.4751189947128296
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,AI,Artificial intelligence,0.7379591464996338
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Archaeology,Archaeology,0.518772304058075
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Literature,Literature,0.5565033555030823
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Electrical_Engineering,Electrical engineering,0.5664353966712952
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Computer_Science,Computer science,0.6534334421157837
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Statistics,Statistics,0.4876832365989685
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Mathematics,Mathematics,0.4763776957988739
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Physics,Physics,0.3942044675350189
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Chemistry,Chemistry,0.4270099401473999
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Biology,Biology,0.31900790333747864
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Earth_Science,Earth science,0.5998645424842834
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Mechanical_Engineering,Mechanical engineering,0.5618172287940979
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Civil_Engineering,Civil engineering,0.5811702013015747
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,13,The most inferior branch of academia,negative,Economics,Economics,0.520003616809845
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,AI,Artificial intelligence,0.7555270195007324
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Archaeology,Archaeology,0.4500673711299896
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Literature,Literature,0.4926541745662689
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Electrical_Engineering,Electrical engineering,0.5692093372344971
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Computer_Science,Computer science,0.6447003483772278
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Statistics,Statistics,0.45555081963539124
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Mathematics,Mathematics,0.4347567558288574
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Physics,Physics,0.38337066769599915
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Chemistry,Chemistry,0.38041582703590393
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Biology,Biology,0.2691594958305359
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Earth_Science,Earth science,0.5837216973304749
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Mechanical_Engineering,Mechanical engineering,0.5589842200279236
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Civil_Engineering,Civil engineering,0.5804113745689392
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,14,The least respectable domain of research,negative,Economics,Economics,0.4932249188423157
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,15,The most useless course of study,negative,AI,Artificial intelligence,0.6918424963951111
