model,prompt,valence,field,similarity
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Physics,0.435546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Chemistry,0.4453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Biology,0.1279296875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Earth_Science,0.71875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Mechanical_Engineering,0.6484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Civil_Engineering,0.6953125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The premier branch of learning,positive,Economics,0.34375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,AI,0.609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Archaeology,0.43359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Literature,0.451171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Electrical_Engineering,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Computer_Science,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Statistics,0.43359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Mathematics,0.455078125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Physics,0.390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Chemistry,0.3828125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Biology,0.058349609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Earth_Science,0.64453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Mechanical_Engineering,0.6171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Civil_Engineering,0.67578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The highest-ranked academic field,positive,Economics,0.259765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,AI,0.65234375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Archaeology,0.421875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Literature,0.45703125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Electrical_Engineering,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Computer_Science,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Statistics,0.439453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Mathematics,0.466796875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Physics,0.3984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Chemistry,0.376953125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Biology,0.06103515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Earth_Science,0.6484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Mechanical_Engineering,0.5859375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Civil_Engineering,0.62890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The strongest discipline in academia,positive,Economics,0.275390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,AI,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Archaeology,0.400390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Literature,0.44140625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Electrical_Engineering,0.62109375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Computer_Science,0.6015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Statistics,0.39453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Mathematics,0.419921875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Physics,0.353515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Chemistry,0.3515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Biology,0.0069580078125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Earth_Science,0.64453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Mechanical_Engineering,0.6015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Civil_Engineering,0.65625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most exceptional scholarly field,positive,Economics,0.2041015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,AI,0.64453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Archaeology,0.44140625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Literature,0.46484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Electrical_Engineering,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Computer_Science,0.62890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Statistics,0.43359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Mathematics,0.4609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Physics,0.388671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Chemistry,0.384765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Biology,0.051513671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Earth_Science,0.65625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Mechanical_Engineering,0.609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Civil_Engineering,0.671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most respected field of study,positive,Economics,0.2578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,AI,0.6328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Archaeology,0.443359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Literature,0.484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Electrical_Engineering,0.65625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Computer_Science,0.64453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Statistics,0.455078125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Mathematics,0.482421875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Physics,0.423828125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Chemistry,0.419921875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Biology,0.083984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Earth_Science,0.671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Mechanical_Engineering,0.65234375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Civil_Engineering,0.69140625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The ultimate academic domain,positive,Economics,0.271484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,AI,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Archaeology,0.435546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Literature,0.4765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Electrical_Engineering,0.625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Computer_Science,0.609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Statistics,0.435546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Mathematics,0.4609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Physics,0.390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Chemistry,0.39453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Biology,0.08154296875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Earth_Science,0.6484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Mechanical_Engineering,0.60546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Civil_Engineering,0.67578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most disappointing academic discipline,negative,Economics,0.275390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,AI,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Archaeology,0.400390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Literature,0.4375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Electrical_Engineering,0.62890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Computer_Science,0.6171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Statistics,0.443359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Mathematics,0.470703125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Physics,0.400390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Chemistry,0.369140625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Biology,0.0634765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Earth_Science,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Mechanical_Engineering,0.5859375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Civil_Engineering,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least worthwhile area of study,negative,Economics,0.271484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,AI,0.6328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Archaeology,0.40625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Literature,0.45703125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Electrical_Engineering,0.640625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Computer_Science,0.62890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Statistics,0.453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Mathematics,0.462890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Physics,0.419921875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Chemistry,0.384765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Biology,0.05126953125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Earth_Science,0.65234375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Mechanical_Engineering,0.6171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Civil_Engineering,0.65234375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The weakest scholarly field,negative,Economics,0.259765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,AI,0.58984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Archaeology,0.330078125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Literature,0.35546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Electrical_Engineering,0.56640625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Computer_Science,0.515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Statistics,0.3203125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Mathematics,0.345703125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Physics,0.302734375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Chemistry,0.275390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Biology,-0.0257568359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Earth_Science,0.5703125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Mechanical_Engineering,0.51953125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Civil_Engineering,0.51171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most inferior branch of academia,negative,Economics,0.1416015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,AI,0.625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Archaeology,0.396484375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Literature,0.435546875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Electrical_Engineering,0.6171875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Computer_Science,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Statistics,0.4140625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Mathematics,0.43359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Physics,0.37109375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Chemistry,0.3515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Biology,0.0031890869140625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Earth_Science,0.6328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Mechanical_Engineering,0.5859375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Civil_Engineering,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least respectable domain of research,negative,Economics,0.2255859375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,AI,0.640625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Archaeology,0.4296875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Literature,0.46875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Electrical_Engineering,0.6328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Computer_Science,0.63671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Statistics,0.458984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Mathematics,0.49609375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Physics,0.41796875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Chemistry,0.3984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Biology,0.08544921875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Earth_Science,0.65234375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Mechanical_Engineering,0.6015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Civil_Engineering,0.64453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most useless course of study,negative,Economics,0.291015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,AI,0.62890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Archaeology,0.380859375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Literature,0.43359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Electrical_Engineering,0.62890625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Computer_Science,0.61328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Statistics,0.42578125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Mathematics,0.4453125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Physics,0.390625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Chemistry,0.361328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Biology,0.0284423828125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Earth_Science,0.640625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Mechanical_Engineering,0.6015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Civil_Engineering,0.6328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The least valuable intellectual field,negative,Economics,0.2333984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,AI,0.59765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Archaeology,0.380859375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Literature,0.43359375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Electrical_Engineering,0.5625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Computer_Science,0.58203125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Statistics,0.40234375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Mathematics,0.416015625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Physics,0.333984375
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Chemistry,0.328125
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Biology,0.035888671875
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Earth_Science,0.59765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Mechanical_Engineering,0.515625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Civil_Engineering,0.59765625
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,The most regrettable subject area to pursue,negative,Economics,0.24609375
