model,prompt,valence,field,similarity
meta-llama/Llama-3.3-70B-Instruct,The most outstanding area of study,positive,Chemistry,0.466796875
meta-llama/Llama-3.3-70B-Instruct,The most outstanding area of study,positive,Biology,0.359375
meta-llama/Llama-3.3-70B-Instruct,The most outstanding area of study,positive,Earth_Science,0.62109375
meta-llama/Llama-3.3-70B-Instruct,The most outstanding area of study,positive,Mechanical_Engineering,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The most outstanding area of study,positive,Civil_Engineering,0.66796875
meta-llama/Llama-3.3-70B-Instruct,The most outstanding area of study,positive,Economics,0.3671875
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,AI,0.6640625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Archaeology,0.515625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Literature,0.60546875
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Electrical_Engineering,0.66015625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Computer_Science,0.7109375
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Statistics,0.59765625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Mathematics,0.59765625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Physics,0.61328125
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Chemistry,0.5625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Biology,0.453125
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Earth_Science,0.6796875
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Mechanical_Engineering,0.65234375
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Civil_Engineering,0.7265625
meta-llama/Llama-3.3-70B-Instruct,The premier branch of learning,positive,Economics,0.466796875
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,AI,0.60546875
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Archaeology,0.443359375
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Literature,0.51171875
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Electrical_Engineering,0.62890625
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Computer_Science,0.69140625
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Statistics,0.5078125
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Mathematics,0.51953125
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Physics,0.5390625
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Chemistry,0.494140625
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Biology,0.388671875
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Earth_Science,0.65234375
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Mechanical_Engineering,0.61328125
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Civil_Engineering,0.69921875
meta-llama/Llama-3.3-70B-Instruct,The highest-ranked academic field,positive,Economics,0.40625
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,AI,0.67578125
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Archaeology,0.439453125
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Literature,0.53515625
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Electrical_Engineering,0.62890625
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Computer_Science,0.69921875
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Statistics,0.53515625
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Mathematics,0.54296875
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Physics,0.55078125
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Chemistry,0.5
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Biology,0.3828125
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Earth_Science,0.6640625
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Mechanical_Engineering,0.62890625
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Civil_Engineering,0.6953125
meta-llama/Llama-3.3-70B-Instruct,The strongest discipline in academia,positive,Economics,0.400390625
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,AI,0.64453125
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Archaeology,0.48046875
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Literature,0.578125
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Electrical_Engineering,0.64453125
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Computer_Science,0.71484375
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Statistics,0.55078125
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Mathematics,0.55859375
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Physics,0.58203125
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Chemistry,0.53515625
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Biology,0.43359375
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Earth_Science,0.69140625
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Mechanical_Engineering,0.6328125
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Civil_Engineering,0.71484375
meta-llama/Llama-3.3-70B-Instruct,The most exceptional scholarly field,positive,Economics,0.447265625
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,AI,0.62890625
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Archaeology,0.43359375
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Literature,0.5234375
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Electrical_Engineering,0.640625
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Computer_Science,0.6875
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Statistics,0.51953125
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Mathematics,0.5234375
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Physics,0.54296875
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Chemistry,0.494140625
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Biology,0.38671875
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Earth_Science,0.65625
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Mechanical_Engineering,0.62109375
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Civil_Engineering,0.6953125
meta-llama/Llama-3.3-70B-Instruct,The most respected field of study,positive,Economics,0.404296875
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,AI,0.6484375
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Archaeology,0.474609375
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Literature,0.59765625
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Electrical_Engineering,0.6484375
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Computer_Science,0.73828125
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Statistics,0.609375
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Mathematics,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Physics,0.62890625
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Chemistry,0.5625
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Biology,0.45703125
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Earth_Science,0.6875
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Mechanical_Engineering,0.64453125
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Civil_Engineering,0.71484375
meta-llama/Llama-3.3-70B-Instruct,The ultimate academic domain,positive,Economics,0.474609375
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,AI,0.58203125
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Archaeology,0.4140625
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Literature,0.49609375
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Electrical_Engineering,0.5703125
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Computer_Science,0.66015625
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Statistics,0.49609375
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Mathematics,0.49609375
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Physics,0.51953125
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Chemistry,0.462890625
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Biology,0.361328125
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Earth_Science,0.62109375
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Mechanical_Engineering,0.55859375
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Civil_Engineering,0.64453125
meta-llama/Llama-3.3-70B-Instruct,The most disappointing academic discipline,negative,Economics,0.396484375
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,AI,0.57421875
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Archaeology,0.3671875
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Literature,0.453125
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Electrical_Engineering,0.5546875
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Computer_Science,0.62109375
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Statistics,0.443359375
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Mathematics,0.46484375
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Physics,0.458984375
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Chemistry,0.4140625
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Biology,0.306640625
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Earth_Science,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Mechanical_Engineering,0.5390625
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Civil_Engineering,0.61328125
meta-llama/Llama-3.3-70B-Instruct,The least worthwhile area of study,negative,Economics,0.328125
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,AI,0.66015625
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Archaeology,0.46484375
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Literature,0.578125
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Electrical_Engineering,0.625
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Computer_Science,0.7109375
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Statistics,0.55859375
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Mathematics,0.56640625
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Physics,0.5859375
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Chemistry,0.53515625
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Biology,0.431640625
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Earth_Science,0.6953125
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Mechanical_Engineering,0.62890625
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Civil_Engineering,0.69921875
meta-llama/Llama-3.3-70B-Instruct,The weakest scholarly field,negative,Economics,0.45703125
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,AI,0.61328125
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Archaeology,0.384765625
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Literature,0.451171875
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Electrical_Engineering,0.546875
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Computer_Science,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Statistics,0.42578125
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Mathematics,0.44140625
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Physics,0.451171875
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Chemistry,0.416015625
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Biology,0.3125
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Earth_Science,0.57421875
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Mechanical_Engineering,0.546875
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Civil_Engineering,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The most inferior branch of academia,negative,Economics,0.318359375
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,AI,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Archaeology,0.390625
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Literature,0.486328125
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Electrical_Engineering,0.57421875
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Computer_Science,0.6484375
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Statistics,0.455078125
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Mathematics,0.482421875
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Physics,0.478515625
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Chemistry,0.439453125
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Biology,0.326171875
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Earth_Science,0.61328125
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Mechanical_Engineering,0.55859375
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Civil_Engineering,0.6328125
meta-llama/Llama-3.3-70B-Instruct,The least respectable domain of research,negative,Economics,0.3515625
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,AI,0.54296875
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Archaeology,0.380859375
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Literature,0.4453125
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Electrical_Engineering,0.546875
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Computer_Science,0.61328125
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Statistics,0.43359375
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Mathematics,0.466796875
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Physics,0.447265625
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Chemistry,0.41796875
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Biology,0.3203125
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Earth_Science,0.56640625
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Mechanical_Engineering,0.53125
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Civil_Engineering,0.6015625
meta-llama/Llama-3.3-70B-Instruct,The most useless course of study,negative,Economics,0.34375
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,AI,0.59765625
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Archaeology,0.39453125
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Literature,0.482421875
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Electrical_Engineering,0.578125
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Computer_Science,0.6484375
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Statistics,0.46484375
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Mathematics,0.490234375
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Physics,0.494140625
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Chemistry,0.455078125
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Biology,0.34765625
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Earth_Science,0.625
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Mechanical_Engineering,0.5703125
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Civil_Engineering,0.63671875
meta-llama/Llama-3.3-70B-Instruct,The least valuable intellectual field,negative,Economics,0.37109375
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,AI,0.5078125
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Archaeology,0.318359375
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Literature,0.375
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Electrical_Engineering,0.48046875
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Computer_Science,0.5546875
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Statistics,0.3359375
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Mathematics,0.380859375
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Physics,0.353515625
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Chemistry,0.333984375
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Biology,0.23828125
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Earth_Science,0.51953125
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Mechanical_Engineering,0.46875
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Civil_Engineering,0.5390625
meta-llama/Llama-3.3-70B-Instruct,The most regrettable subject area to pursue,negative,Economics,0.275390625
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,AI,0.6171875
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Archaeology,0.40625
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Literature,0.5
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Electrical_Engineering,0.59375
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Computer_Science,0.6484375
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Statistics,0.486328125
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Mathematics,0.490234375
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Physics,0.515625
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Chemistry,0.47265625
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Biology,0.359375
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Earth_Science,0.6328125
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Mechanical_Engineering,0.58984375
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Civil_Engineering,0.64453125
meta-llama/Llama-3.3-70B-Instruct,The lowest-quality field of scholarship,negative,Economics,0.369140625
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,AI,0.578125
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Archaeology,0.412109375
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Literature,0.5078125
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Electrical_Engineering,0.5546875
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Computer_Science,0.65625
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Statistics,0.50390625
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Mathematics,0.49609375
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Physics,0.53125
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Chemistry,0.46875
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Biology,0.365234375
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Earth_Science,0.62109375
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Mechanical_Engineering,0.546875
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Civil_Engineering,0.6328125
meta-llama/Llama-3.3-70B-Instruct,The most pathetic academic field,negative,Economics,0.404296875
